ID,Name,Category,Quantity,Price
239,Shirt,Accessories,23,531.20
240,Socks,Accessories,71,725.34
245,Power Bank,Accessories,67,398.18
247,Router,Accessories,45,249.92
248,USB Cable,Accessories,68,497.21
250,Cushion,Accessories,80,904.75
253,Jacket,Accessories,22,552.68
254,Sunglasses,Accessories,12,825.98
255,Lamp,Accessories,60,947.29
256,Memory Card,Accessories,8,47.33
265,Pillow,Accessories,86,876.12
269,Memory Card,Accessories,34,207.16
270,Sunglasses,Accessories,40,420.56
272,Umbrella,Accessories,39,495.34
274,Power Bank,Accessories,90,58.93
277,Rug,Accessories,92,820.88
284,Rug,Accessories,96,874.27
286,Necklace,Accessories,24,538.33
289,Necklace,Accessories,93,950.48
291,Monitor,Accessories,83,877.09
293,Backpack,Accessories,36,726.23
296,Wallet,Accessories,88,889.14
301,Shoes,Accessories,78,832.51
304,Printer,Accessories,97,216.48
306,Headphones,Accessories,99,416.34
308,Curtains,Accessories,86,104.67
309,Vase,Accessories,80,669.85
314,Fan,Accessories,55,386.63
318,Table,Accessories,92,902.78
326,Charger,Accessories,12,621.76
328,Pants,Accessories,50,235.78
331,Scarf,Accessories,68,803.34
338,USB Cable,Accessories,50,502.00
342,Fan,Accessories,65,546.11
346,Lamp,Accessories,46,947.73
348,Cushion,Accessories,16,715.57
351,Laptop,Accessories,34,268.85
355,Memory Card,Accessories,80,586.68
357,Smartwatch,Accessories,73,51.89
358,Scarf,Accessories,100,24.87
360,Wallet,Accessories,24,639.04
365,USB Cable,Accessories,73,477.77
367,Ring,Accessories,55,287.09
376,Hard Drive,Accessories,81,602.60
377,Charger,Accessories,43,69.65
391,Gloves,Accessories,32,228.29
392,Table,Accessories,3,220.77
397,Ring,Accessories,68,890.06
399,Shoes,Accessories,8,863.05
402,Socks,Accessories,78,127.10
403,Bracelet,Accessories,15,25.66
404,USB Cable,Accessories,4,431.97
411,Jacket,Accessories,66,695.27
417,Shoes,Accessories,94,807.67
419,Scarf,Accessories,71,438.93
420,Backpack,Accessories,27,692.85
421,Earrings,Accessories,92,432.57
424,Sunglasses,Accessories,75,268.84
429,Wallet,Accessories,14,374.89
430,Table,Accessories,7,385.02
431,Television,Accessories,66,230.92
437,Monitor,Accessories,73,371.43
438,Fan,Accessories,79,933.96
444,Backpack,Accessories,76,324.29
458,Mouse,Accessories,20,144.07
460,Umbrella,Accessories,22,859.01
464,Pants,Accessories,19,94.85
465,Jacket,Accessories,97,643.24
468,Monitor,Accessories,20,66.11
469,Camera,Accessories,63,791.29
470,Shirt,Accessories,52,973.09
471,Clock,Accessories,15,774.97
473,Keyboard,Accessories,92,968.20
475,Rug,Accessories,100,193.32
482,Shoes,Accessories,53,844.76
488,Rug,Accessories,28,445.92
490,Memory Card,Accessories,64,629.40
494,Charger,Accessories,64,687.95
495,Pants,Accessories,20,507.60
496,Keyboard,Accessories,35,596.56
497,Gloves,Accessories,56,584.99
3,Scarf,Clothing,87,756.68
6,Mouse,Clothing,58,730.05
21,USB Cable,Clothing,28,958.89
22,Cushion,Clothing,80,18.19
23,Table,Clothing,37,385.02
28,Television,Clothing,18,700.83
30,Scarf,Clothing,89,386.28
31,Router,Clothing,20,410.87
34,Belt,Clothing,68,141.90
35,Ring,Clothing,52,14.92
37,Umbrella,Clothing,10,67.81
41,Hard Drive,Clothing,76,594.65
42,Curtains,Clothing,68,668.76
44,Smartphone,Clothing,25,989.44
48,Lamp,Clothing,48,353.80
50,Ring,Clothing,98,361.05
56,Camera,Clothing,95,999.85
58,Pillow,Clothing,63,939.89
59,Necklace,Clothing,82,725.84
60,Blanket,Clothing,91,676.76
67,Socks,Clothing,29,113.35
68,Power Bank,Clothing,37,690.53
74,Handbag,Clothing,76,708.86
75,Tablet,Clothing,80,311.09
82,Clock,Clothing,50,750.85
83,Memory Card,Clothing,9,257.95
86,Backpack,Clothing,44,875.90
96,Clock,Clothing,32,451.14
98,Smartwatch,Clothing,25,837.98
100,Backpack,Clothing,8,256.08
102,Handbag,Clothing,97,949.21
107,Mirror,Clothing,59,142.22
108,Pillow,Clothing,43,855.06
110,Shirt,Clothing,69,617.79
111,Socks,Clothing,55,870.38
116,Tablet,Clothing,56,201.04
118,Headphones,Clothing,31,864.45
120,Umbrella,Clothing,82,33.58
135,Wallet,Clothing,38,583.26
137,Laptop,Clothing,61,240.41
141,Sunglasses,Clothing,73,14.70
143,Tablet,Clothing,29,853.47
148,Lamp,Clothing,22,332.95
150,Smartphone,Clothing,14,249.22
151,Ring,Clothing,68,259.45
153,Jacket,Clothing,70,214.54
157,Headphones,Clothing,85,533.32
158,Wallet,Clothing,71,205.76
161,Charger,Clothing,65,824.61
166,Shoes,Clothing,99,984.49
170,Smartwatch,Clothing,89,897.54
172,Jacket,Clothing,65,37.80
176,Gloves,Clothing,23,664.18
181,Backpack,Clothing,20,44.64
185,USB Cable,Clothing,50,471.25
192,Shirt,Clothing,66,99.67
197,Camera,Clothing,18,108.00
198,Game Console,Clothing,25,463.62
201,Clock,Clothing,26,987.90
209,Monitor,Clothing,96,315.14
210,Wallet,Clothing,5,817.45
217,Jacket,Clothing,4,321.13
220,Sunglasses,Clothing,9,435.44
223,Towel,Clothing,57,266.13
227,Gloves,Clothing,7,345.10
232,Mouse,Clothing,3,39.80
233,Cushion,Clothing,2,532.40
244,Flash Drive,Clothing,99,957.90
259,Rug,Clothing,71,789.89
260,Fan,Clothing,58,713.57
261,Ring,Clothing,6,882.17
262,Scarf,Clothing,39,601.70
266,Pants,Clothing,92,548.22
268,Television,Clothing,42,405.34
273,Camera,Clothing,58,657.49
275,Memory Card,Clothing,76,405.31
278,Jacket,Clothing,87,366.88
282,Fan,Clothing,31,749.12
283,Ring,Clothing,27,354.52
287,Mouse,Clothing,72,593.71
292,Game Console,Clothing,43,112.70
294,Keyboard,Clothing,77,226.78
295,Handbag,Clothing,38,154.79
297,Towel,Clothing,23,695.52
299,USB Cable,Clothing,87,298.51
307,Mouse,Clothing,71,572.49
310,Headphones,Clothing,22,553.23
312,Cushion,Clothing,79,654.41
323,Bookshelf,Clothing,78,104.24
324,Shirt,Clothing,28,426.86
333,Socks,Clothing,80,945.06
336,Handbag,Clothing,44,470.97
343,Earrings,Clothing,83,247.39
350,Speaker,Clothing,85,493.30
352,Speaker,Clothing,76,427.09
354,Handbag,Clothing,21,495.61
361,Earrings,Clothing,28,76.47
366,Lamp,Clothing,87,352.55
375,Monitor,Clothing,79,588.02
385,Cushion,Clothing,74,689.27
386,Jacket,Clothing,51,913.14
387,Suitcase,Clothing,42,316.16
408,Shirt,Clothing,48,927.36
425,Pillow,Clothing,81,947.43
445,Keyboard,Clothing,29,547.37
452,Blanket,Clothing,97,817.69
454,Bracelet,Clothing,89,904.84
455,Chair,Clothing,95,256.07
457,Rug,Clothing,34,571.77
459,Hard Drive,Clothing,43,624.90
461,Charger,Clothing,78,366.56
477,Curtains,Clothing,12,860.34
478,Shirt,Clothing,19,145.05
480,Wallet,Clothing,80,807.39
486,Power Bank,Clothing,99,289.35
493,Power Bank,Clothing,25,849.37
498,Television,Clothing,60,932.58
501,Chinelo,Clothing,55,5.50
2,Bookshelf,Electronics,72,817.88
4,Mouse,Electronics,93,485.89
5,Pillow,Electronics,84,726.19
11,Sunglasses,Electronics,7,898.95
13,Headphones,Electronics,100,667.19
19,Charger,Electronics,26,321.78
29,Monitor,Electronics,70,226.45
40,Table,Electronics,6,133.29
46,Fan,Electronics,97,238.15
54,Tablet,Electronics,32,311.76
55,Shirt,Electronics,98,141.30
57,USB Cable,Electronics,50,156.16
62,Rug,Electronics,42,921.03
64,Jacket,Electronics,65,331.55
66,Scarf,Electronics,68,633.27
77,Mirror,Electronics,46,555.51
79,Hard Drive,Electronics,16,483.09
81,Router,Electronics,92,325.34
87,Smartwatch,Electronics,95,341.08
94,Mouse,Electronics,4,931.34
97,Clock,Electronics,61,125.27
103,Handbag,Electronics,70,889.45
104,Hard Drive,Electronics,56,661.71
109,Router,Electronics,54,661.08
112,Vase,Electronics,22,289.42
114,Charger,Electronics,30,9.34
126,Necklace,Electronics,57,715.79
128,Ring,Electronics,18,367.84
130,Towel,Electronics,52,288.94
131,Handbag,Electronics,61,274.31
132,Gloves,Electronics,36,505.48
134,Cushion,Electronics,80,532.68
136,Speaker,Electronics,78,64.50
138,Keyboard,Electronics,4,281.49
140,Monitor,Electronics,96,577.04
142,Rug,Electronics,38,644.18
145,Rug,Electronics,46,588.14
147,Hard Drive,Electronics,97,221.87
149,Fan,Electronics,6,971.62
167,Backpack,Electronics,68,113.92
169,Sunglasses,Electronics,61,490.15
171,Hard Drive,Electronics,30,615.89
179,Speaker,Electronics,7,469.99
182,Vase,Electronics,8,22.09
186,Smartwatch,Electronics,5,393.33
189,Wallet,Electronics,44,794.53
193,Camera,Electronics,8,934.80
200,Smartphone,Electronics,87,884.05
204,USB Cable,Electronics,16,614.75
207,Jacket,Electronics,69,900.92
222,Charger,Electronics,17,54.51
224,Curtains,Electronics,39,481.80
228,Gloves,Electronics,49,349.83
230,Pants,Electronics,79,557.20
234,Pillow,Electronics,9,69.66
237,Printer,Electronics,41,256.22
241,Router,Electronics,42,975.99
242,Pillow,Electronics,52,315.70
243,Ring,Electronics,18,331.15
246,Smartphone,Electronics,74,321.01
249,Smartphone,Electronics,23,570.12
252,Towel,Electronics,73,62.76
257,Shoes,Electronics,54,336.64
258,Headphones,Electronics,6,106.17
267,Ring,Electronics,59,144.95
276,Laptop,Electronics,98,765.20
288,Charger,Electronics,52,873.87
302,Smartwatch,Electronics,81,684.74
303,Chair,Electronics,20,339.62
305,Necklace,Electronics,38,132.88
315,Sunglasses,Electronics,14,311.23
316,Watch,Electronics,75,319.44
317,Speaker,Electronics,30,576.22
319,Backpack,Electronics,89,804.21
321,Rug,Electronics,100,745.82
322,Hard Drive,Electronics,40,391.03
325,Gloves,Electronics,48,373.83
327,Monitor,Electronics,85,680.47
329,Towel,Electronics,43,799.55
332,Bookshelf,Electronics,52,540.18
334,Wallet,Electronics,53,574.45
339,Wallet,Electronics,23,463.50
341,Belt,Electronics,16,429.12
349,Speaker,Electronics,71,695.48
353,Handbag,Electronics,5,999.80
359,Tablet,Electronics,34,896.21
362,Hat,Electronics,83,9.44
363,Hard Drive,Electronics,54,313.37
364,Television,Electronics,85,939.79
369,Blanket,Electronics,67,232.64
373,Jacket,Electronics,72,37.98
374,Pants,Electronics,60,169.77
379,Mouse,Electronics,1,205.63
380,Pants,Electronics,57,488.75
384,Printer,Electronics,16,351.41
388,Clock,Electronics,30,994.24
398,Shirt,Electronics,96,407.68
400,Necklace,Electronics,40,167.60
401,Wallet,Electronics,14,694.61
406,Earrings,Electronics,98,917.30
407,Jacket,Electronics,17,641.47
412,Belt,Electronics,45,981.05
413,Sunglasses,Electronics,2,959.78
415,Camera,Electronics,27,257.01
418,Wallet,Electronics,41,80.62
426,USB Cable,Electronics,94,247.10
427,Speaker,Electronics,29,292.44
428,Power Bank,Electronics,33,400.67
432,Pillow,Electronics,65,536.39
433,Flash Drive,Electronics,47,384.51
443,Shirt,Electronics,90,576.32
446,USB Cable,Electronics,45,217.86
448,USB Cable,Electronics,6,536.88
462,Blanket,Electronics,4,664.71
466,Keyboard,Electronics,70,626.58
472,Smartwatch,Electronics,42,937.12
479,Lamp,Electronics,40,274.04
500,Mouse,Electronics,77,285.03
502,Asus VivoBook Laptop,Electronics,23,756.00
503,Mouse Pad,Electronics,125,2.50
504,Mouse Pad,Electronics,256,5.50
505,HP Inspiron 4000,Electronics,65,850.00
506,HP Inspiron 5000,Electronics,100,1200.00
8,Memory Card,Household,98,51.09
10,Tablet,Household,87,872.71
14,Pants,Household,3,798.54
17,Headphones,Household,22,486.04
18,Speaker,Household,24,160.18
20,Router,Household,12,284.52
32,Mirror,Household,51,762.91
33,Chair,Household,45,30.70
38,Chair,Household,21,523.34
39,Rug,Household,55,695.07
43,Shoes,Household,57,284.59
45,Scarf,Household,96,918.13
51,Monitor,Household,51,932.76
61,Cushion,Household,86,807.42
69,Scarf,Household,9,377.95
72,Monitor,Household,99,185.32
80,Laptop,Household,91,318.46
84,Backpack,Household,89,800.05
85,Pillow,Household,88,260.72
88,Watch,Household,75,584.54
89,Suitcase,Household,48,715.15
90,Suitcase,Household,79,616.62
92,Umbrella,Household,7,243.58
117,Umbrella,Household,43,651.77
119,Lamp,Household,4,284.30
124,Monitor,Household,59,983.16
125,Laptop,Household,44,741.07
127,Mouse,Household,29,512.68
129,Bookshelf,Household,94,410.66
133,Shoes,Household,1,342.43
144,Socks,Household,88,690.61
154,Bookshelf,Household,14,294.70
155,Cushion,Household,4,542.24
156,Shirt,Household,94,794.52
159,Rug,Household,38,437.28
162,Headphones,Household,35,57.16
163,Hard Drive,Household,79,67.13
168,Curtains,Household,76,607.43
175,Bracelet,Household,2,537.39
183,Jacket,Household,57,369.14
187,Necklace,Household,62,658.76
188,Shoes,Household,60,236.27
194,Socks,Household,99,213.09
203,Watch,Household,50,87.57
211,Headphones,Household,94,58.82
214,Bookshelf,Household,18,369.75
215,Pillow,Household,17,687.54
216,Wallet,Household,63,389.12
221,Jacket,Household,74,816.77
225,Wallet,Household,1,623.21
231,USB Cable,Household,38,255.48
235,Suitcase,Household,10,865.47
236,Suitcase,Household,65,451.81
238,Hat,Household,73,361.72
251,Bracelet,Household,31,838.09
263,Camera,Household,85,134.52
264,Vase,Household,75,947.89
271,Cushion,Household,84,565.44
279,Gloves,Household,21,374.22
280,Watch,Household,12,965.00
281,Printer,Household,57,464.48
285,Smartwatch,Household,86,156.58
290,Pants,Household,1,875.59
298,Necklace,Household,72,8.26
300,Vase,Household,64,806.54
311,Camera,Household,96,814.68
313,Scarf,Household,37,217.66
320,Vase,Household,40,9.91
330,Smartwatch,Household,27,630.88
335,Camera,Household,38,244.24
337,Gloves,Household,28,893.37
340,Earrings,Household,52,945.10
344,Wallet,Household,49,143.29
345,Power Bank,Household,23,25.50
347,Backpack,Household,42,423.70
356,Mouse,Household,89,16.15
368,Smartwatch,Household,93,601.13
370,Shirt,Household,45,829.57
371,Belt,Household,81,485.06
372,Fan,Household,61,129.61
378,Vase,Household,5,22.26
381,Flash Drive,Household,12,527.67
382,Keyboard,Household,98,43.36
383,Suitcase,Household,12,372.78
389,Speaker,Household,20,825.44
390,Hard Drive,Household,6,935.00
393,Handbag,Household,28,678.95
394,Smartphone,Household,38,940.04
395,Umbrella,Household,87,375.85
396,Smartwatch,Household,26,999.22
405,Umbrella,Household,35,825.60
409,Towel,Household,2,9.33
410,Bookshelf,Household,43,154.91
414,Cushion,Household,51,340.39
416,Socks,Household,55,473.35
422,Earrings,Household,65,546.20
423,Mirror,Household,49,347.83
434,Power Bank,Household,67,812.08
435,Suitcase,Household,67,930.92
436,Game Console,Household,13,54.27
439,Printer,Household,8,583.60
440,Ring,Household,97,621.58
441,Towel,Household,6,461.30
442,Towel,Household,26,625.93
447,Mouse,Household,63,836.30
449,Sunglasses,Household,77,795.30
450,Necklace,Household,52,890.76
451,Charger,Household,87,53.41
453,Necklace,Household,74,295.27
456,Table,Household,3,936.55
463,Flash Drive,Household,52,197.33
467,Curtains,Household,85,748.52
474,Speaker,Household,25,16.93
476,Charger,Household,2,880.08
481,Handbag,Household,94,582.77
483,Table,Household,3,27.32
484,Monitor,Household,70,795.76
485,Scarf,Household,69,205.92
487,Game Console,Household,86,951.55
489,Keyboard,Household,94,491.20
491,Mirror,Household,50,845.24
492,Laptop,Household,23,282.65
499,Handbag,Household,55,242.59
507,Plastic Bowl,Household,258,3.50
508,Aluminium Tray,Household,55,5.48
509,Plastic Jar,Household,35,2.35
510,Pillow Soft,Household,45,13.00
511,Pillow Hard,Household,35,13.00
