ID,Name,Category,Quantity,Price
129,Bookshelf,Household,94,410.66
31,Router,Clothing,20,410.87
306,Headphones,Accessories,99,416.34
270,Sunglasses,Accessories,40,420.56
347,Backpack,Household,42,423.70
324,Shirt,Clothing,28,426.86
352,Speaker,Clothing,76,427.09
341,Belt,Electronics,16,429.12
404,USB Cable,Accessories,4,431.97
421,Earrings,Accessories,92,432.57
47,Backpack,Accessories,56,432.65
220,Sunglasses,Clothing,9,435.44
159,Rug,Household,38,437.28
419,Scarf,Accessories,71,438.93
488,Rug,Accessories,28,445.92
96,Clock,Clothing,32,451.14
236,Suitcase,Household,65,451.81
441,Towel,Household,6,461.30
339,Wallet,Electronics,23,463.50
198,Game Console,Clothing,25,463.62
281,Printer,Household,57,464.48
106,Power Bank,Accessories,97,467.18
179,Speaker,Electronics,7,469.99
336,Handbag,Clothing,44,470.97
185,USB Cable,Clothing,50,471.25
218,Keyboard,Accessories,33,472.04
416,Socks,Household,55,473.35
212,Shoes,Accessories,35,473.39
365,USB Cable,Accessories,73,477.77
224,Curtains,Electronics,39,481.80
79,Hard Drive,Electronics,16,483.09
371,Belt,Household,81,485.06
15,USB Cable,Accessories,67,485.66
4,Mouse,Electronics,93,485.89
17,Headphones,Household,22,486.04
380,Pants,Electronics,57,488.75
169,Sunglasses,Electronics,61,490.15
489,Keyboard,Household,94,491.20
350,Speaker,Clothing,85,493.30
272,Umbrella,Accessories,39,495.34
354,Handbag,Clothing,21,495.61
248,USB Cable,Accessories,68,497.21
338,USB Cable,Accessories,50,502.00
132,Gloves,Electronics,36,505.48
495,Pants,Accessories,20,507.60
127,Mouse,Household,29,512.68
24,Game Console,Accessories,33,512.91
38,Chair,Household,21,523.34
381,Flash Drive,Household,12,527.67
239,Shirt,Accessories,23,531.20
233,Cushion,Clothing,2,532.40
134,Cushion,Electronics,80,532.68
157,Headphones,Clothing,85,533.32
432,Pillow,Electronics,65,536.39
448,USB Cable,Electronics,6,536.88
175,Bracelet,Household,2,537.39
286,Necklace,Accessories,24,538.33
332,Bookshelf,Electronics,52,540.18
155,Cushion,Household,4,542.24
342,Fan,Accessories,65,546.11
422,Earrings,Household,65,546.20
445,Keyboard,Clothing,29,547.37
266,Pants,Clothing,92,548.22
202,Umbrella,Accessories,100,548.50
253,Jacket,Accessories,22,552.68
310,Headphones,Clothing,22,553.23
77,Mirror,Electronics,46,555.51
230,Pants,Electronics,79,557.20
271,Cushion,Household,84,565.44
249,Smartphone,Electronics,23,570.12
457,Rug,Clothing,34,571.77
307,Mouse,Clothing,71,572.49
334,Wallet,Electronics,53,574.45
317,Speaker,Electronics,30,576.22
443,Shirt,Electronics,90,576.32
140,Monitor,Electronics,96,577.04
65,Camera,Accessories,80,577.80
481,Handbag,Household,94,582.77
135,Wallet,Clothing,38,583.26
439,Printer,Household,8,583.60
88,Watch,Household,75,584.54
497,Gloves,Accessories,56,584.99
355,Memory Card,Accessories,80,586.68
375,Monitor,Clothing,79,588.02
145,Rug,Electronics,46,588.14
287,Mouse,Clothing,72,593.71
41,Hard Drive,Clothing,76,594.65
496,Keyboard,Accessories,35,596.56
368,Smartwatch,Household,93,601.13
262,Scarf,Clothing,39,601.70
376,Hard Drive,Accessories,81,602.60
168,Curtains,Household,76,607.43
204,USB Cable,Electronics,16,614.75
171,Hard Drive,Electronics,30,615.89
90,Suitcase,Household,79,616.62
110,Shirt,Clothing,69,617.79
115,Power Bank,Accessories,20,619.60
440,Ring,Household,97,621.58
326,Charger,Accessories,12,621.76
225,Wallet,Household,1,623.21
459,Hard Drive,Clothing,43,624.90
442,Towel,Household,26,625.93
466,Keyboard,Electronics,70,626.58
174,Mirror,Accessories,30,627.48
490,Memory Card,Accessories,64,629.40
330,Smartwatch,Household,27,630.88
76,Blanket,Accessories,76,631.40
66,Scarf,Electronics,68,633.27
199,Curtains,Accessories,84,634.83
360,Wallet,Accessories,24,639.04
407,Jacket,Electronics,17,641.47
465,Jacket,Accessories,97,643.24
142,Rug,Electronics,38,644.18
121,Flash Drive,Accessories,20,646.78
117,Umbrella,Household,43,651.77
312,Cushion,Clothing,79,654.41
273,Camera,Clothing,58,657.49
187,Necklace,Household,62,658.76
109,Router,Electronics,54,661.08
104,Hard Drive,Electronics,56,661.71
176,Gloves,Clothing,23,664.18
462,Blanket,Electronics,4,664.71
13,Headphones,Electronics,100,667.19
42,Curtains,Clothing,68,668.76
63,Camera,Accessories,22,669.57
309,Vase,Accessories,80,669.85
60,Blanket,Clothing,91,676.76
393,Handbag,Household,28,678.95
327,Monitor,Electronics,85,680.47
302,Smartwatch,Electronics,81,684.74
215,Pillow,Household,17,687.54
494,Charger,Accessories,64,687.95
385,Cushion,Clothing,74,689.27
68,Power Bank,Clothing,37,690.53
144,Socks,Household,88,690.61
420,Backpack,Accessories,27,692.85
401,Wallet,Electronics,14,694.61
39,Rug,Household,55,695.07
411,Jacket,Accessories,66,695.27
349,Speaker,Electronics,71,695.48
297,Towel,Clothing,23,695.52
226,Backpack,Accessories,40,698.11
28,Television,Clothing,18,700.83
74,Handbag,Clothing,76,708.86
260,Fan,Clothing,58,713.57
89,Suitcase,Household,48,715.15
348,Cushion,Accessories,16,715.57
126,Necklace,Electronics,57,715.79
160,Hat,Accessories,8,720.75
240,Socks,Accessories,71,725.34
59,Necklace,Clothing,82,725.84
5,Pillow,Electronics,84,726.19
293,Backpack,Accessories,36,726.23
6,Mouse,Clothing,58,730.05
125,Laptop,Household,44,741.07
321,Rug,Electronics,100,745.82
467,Curtains,Household,85,748.52
282,Fan,Clothing,31,749.12
82,Clock,Clothing,50,750.85
502,Asus VivoBook Laptop,Electronics,23,756.00
3,Scarf,Clothing,87,756.68
78,Pants,Accessories,10,762.72
32,Mirror,Household,51,762.91
276,Laptop,Electronics,98,765.20
471,Clock,Accessories,15,774.97
259,Rug,Clothing,71,789.89
469,Camera,Accessories,63,791.29
156,Shirt,Household,94,794.52
189,Wallet,Electronics,44,794.53
449,Sunglasses,Household,77,795.30
36,Watch,Accessories,65,795.53
484,Monitor,Household,70,795.76
93,Fan,Accessories,46,796.06
14,Pants,Household,3,798.54
329,Towel,Electronics,43,799.55
84,Backpack,Household,89,800.05
331,Scarf,Accessories,68,803.34
319,Backpack,Electronics,89,804.21
300,Vase,Household,64,806.54
480,Wallet,Clothing,80,807.39
61,Cushion,Household,86,807.42
417,Shoes,Accessories,94,807.67
9,Television,Accessories,36,809.42
434,Power Bank,Household,67,812.08
311,Camera,Household,96,814.68
221,Jacket,Household,74,816.77
210,Wallet,Clothing,5,817.45
452,Blanket,Clothing,97,817.69
2,Bookshelf,Electronics,72,817.88
277,Rug,Accessories,92,820.88
71,Charger,Accessories,64,824.13
99,Vase,Accessories,53,824.19
161,Charger,Clothing,65,824.61
389,Speaker,Household,20,825.44
405,Umbrella,Household,35,825.60
254,Sunglasses,Accessories,12,825.98
370,Shirt,Household,45,829.57
301,Shoes,Accessories,78,832.51
447,Mouse,Household,63,836.30
98,Smartwatch,Clothing,25,837.98
251,Bracelet,Household,31,838.09
12,Chair,Accessories,72,839.62
482,Shoes,Accessories,53,844.76
491,Mirror,Household,50,845.24
493,Power Bank,Clothing,25,849.37
505,HP Inspiron 4000,Electronics,65,850.00
143,Tablet,Clothing,29,853.47
108,Pillow,Clothing,43,855.06
460,Umbrella,Accessories,22,859.01
477,Curtains,Clothing,12,860.34
165,Handbag,Accessories,89,860.54
399,Shoes,Accessories,8,863.05
213,Smartphone,Accessories,42,864.15
118,Headphones,Clothing,31,864.45
235,Suitcase,Household,10,865.47
111,Socks,Clothing,55,870.38
10,Tablet,Household,87,872.71
288,Charger,Electronics,52,873.87
284,Rug,Accessories,96,874.27
290,Pants,Household,1,875.59
86,Backpack,Clothing,44,875.90
265,Pillow,Accessories,86,876.12
291,Monitor,Accessories,83,877.09
476,Charger,Household,2,880.08
261,Ring,Clothing,6,882.17
200,Smartphone,Electronics,87,884.05
296,Wallet,Accessories,88,889.14
103,Handbag,Electronics,70,889.45
397,Ring,Accessories,68,890.06
113,Smartphone,Accessories,94,890.71
450,Necklace,Household,52,890.76
337,Gloves,Household,28,893.37
173,Earrings,Accessories,87,895.13
359,Tablet,Electronics,34,896.21
170,Smartwatch,Clothing,89,897.54
152,Power Bank,Accessories,12,898.94
11,Sunglasses,Electronics,7,898.95
207,Jacket,Electronics,69,900.92
318,Table,Accessories,92,902.78
70,Keyboard,Accessories,88,904.66
250,Cushion,Accessories,80,904.75
454,Bracelet,Clothing,89,904.84
73,Flash Drive,Accessories,48,905.21
386,Jacket,Clothing,51,913.14
406,Earrings,Electronics,98,917.30
45,Scarf,Household,96,918.13
62,Rug,Electronics,42,921.03
25,Blanket,Accessories,91,921.94
195,Blanket,Accessories,65,924.01
408,Shirt,Clothing,48,927.36
435,Suitcase,Household,67,930.92
94,Mouse,Electronics,4,931.34
498,Television,Clothing,60,932.58
51,Monitor,Household,51,932.76
438,Fan,Accessories,79,933.96
193,Camera,Electronics,8,934.80
390,Hard Drive,Household,6,935.00
456,Table,Household,3,936.55
472,Smartwatch,Electronics,42,937.12
364,Television,Electronics,85,939.79
58,Pillow,Clothing,63,939.89
394,Smartphone,Household,38,940.04
52,Tablet,Accessories,92,943.51
333,Socks,Clothing,80,945.06
340,Earrings,Household,52,945.10
178,Tablet,Accessories,37,945.29
255,Lamp,Accessories,60,947.29
425,Pillow,Clothing,81,947.43
346,Lamp,Accessories,46,947.73
264,Vase,Household,75,947.89
102,Handbag,Clothing,97,949.21
289,Necklace,Accessories,93,950.48
487,Game Console,Household,86,951.55
244,Flash Drive,Clothing,99,957.90
21,USB Cable,Clothing,28,958.89
413,Sunglasses,Electronics,2,959.78
280,Watch,Household,12,965.00
473,Keyboard,Accessories,92,968.20
149,Fan,Electronics,6,971.62
470,Shirt,Accessories,52,973.09
241,Router,Electronics,42,975.99
7,Backpack,Accessories,56,979.13
412,Belt,Electronics,45,981.05
124,Monitor,Household,59,983.16
166,Shoes,Clothing,99,984.49
201,Clock,Clothing,26,987.90
1,Printer,Accessories,34,988.86
44,Smartphone,Clothing,25,989.44
95,Hat,Accessories,49,991.17
388,Clock,Electronics,30,994.24
206,Sunglasses,Accessories,56,995.22
146,Hard Drive,Accessories,72,996.31
396,Smartwatch,Household,26,999.22
353,Handbag,Electronics,5,999.80
56,Camera,Clothing,95,999.85
506,HP Inspiron 5000,Electronics,100,1200.00
